Column name as written in R Script,Full State name,State abbreviation,Survey Year,Season,"Method of tallying multi-states operations (included in all states, excluded from all states, exlusively multi-states)",Number of valid respondents,Bootstrap replication,Bootstrap method,Bootstrap estimate of the Total Loss (weigthed average),Boostrap-based 95% confidence interval(low) of the weighted average loss,Boostrap-based 95% confidence interval(high) of the weighted average loss,Bootstrap estimate of the Average Loss (unweigthed average),Boostrap-based 95% confidence interval(low) of the unweighted average loss,Boostrap-based 95% confidence interval(high) of the unweighted average loss,Total Loss (weigthed average),glm-based 95% confidence interval(low) of the weighted average loss,glm-based 95% confidence interval(high) of the weighted average loss,Average Loss (unweigthed average),standard deviation of operational losses,standard error of the unweithed average estimate,glm-based 95% confidence interval(low) of the unweighted average loss,glm-based 95% confidence interval(high) of the unweighted average loss,Total number of colonies at the start of the season,"Total number of colonies ""at risk"" (colonies at the start, new colonies added, without colonies sold or given away)",Total number of colonies lost during the season,Total number of colonies alive at the end of the season,Percentage of beekeepers exlusive to the state,Percentage of colonies exclusive to the state
TF_States_AK,Alaska,AK,2014,Annual,MSO in,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9,15,[R],[R],100,100
TF_States_AZ,Arizona,AZ,2014,Annual,MSO in,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],203,458,[R],[R],80,97.04433498
TF_States_AR,Arkansas,AR,2014,Annual,MSO in,56,1000,n-out-of-n,32.72122462,26.41872744,57.29899182,41.83689664,33.60992621,49.733408,29.36785846,26.68725841,32.14732821,41.84984187,31.23052348,4.173354246,33.67006755,50.02961619,6675,10852,3187,7665,92.85714286,6.02247191
TF_States_CA,California,CA,2014,Annual,MSO in,253,1000,n-out-of-n,31.89591084,28.67828958,35.6994459,41.85882438,38.18724843,45.52543818,31.73734245,30.07383599,33.43252885,41.83506529,30.56212969,1.921424631,38.06907301,45.60105756,288167,450107,142852,307255,65.61264822,4.301672294
TF_States_CO,Colorado,CO,2014,Annual,MSO in,174,1000,n-out-of-n,31.34420044,26.9373229,44.14787924,44.86019433,39.98390773,50.11115291,27.07083451,26.52942876,27.61681453,44.8633334,36.29659819,2.751638008,39.4701229,50.25654389,42707,77674,21027,56647,97.70114943,1.433020348
TF_States_CT,Connecticut,CT,2014,Annual,MSO in,64,1000,n-out-of-n,45.65490694,36.85777775,56.12261356,53.38336457,45.39433282,62.06254817,45.1171875,38.66840573,51.67755504,53.61794004,35.31735488,4.41466936,44.96518809,62.27069198,283,512,231,281,92.1875,83.03886926
TF_States_DC,District of Columbia,DC,2014,Annual,MSO in,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],110,377,[R],[R],66.66666667,14.54545455
TF_States_DE,Delaware,DE,2014,Annual,MSO in,21,1000,n-out-of-n,42.68561203,36.5070028,48.3223379,43.57191208,31.75109898,55.96582822,42.85241249,42.0983955,43.60864669,43.36668901,29.02982899,6.334828036,30.95042606,55.78295196,12094,21140,9059,12081,76.19047619,0.496113775
TF_States_FL,Florida,FL,2014,Annual,MSO in,150,1000,n-out-of-n,35.7809615,27.58349481,44.0820395,35.9580971,31.13721648,40.49161971,35.99494706,33.44263613,38.60116788,35.9371218,29.23408047,2.386952675,31.25869456,40.61554904,50250,83120,29919,53201,80.66666667,6.451741294
TF_States_GA,Georgia,GA,2014,Annual,MSO in,92,1000,n-out-of-n,43.13441018,28.42490804,61.41044317,40.90582074,33.83503284,48.17810891,44.51407438,40.16643888,48.91847656,41.04629635,34.28966142,3.574944329,34.03940546,48.05318723,9916,19468,8666,10802,86.95652174,11.99072207
TF_States_ID,Idaho,ID,2014,Annual,MSO in,34,1000,n-out-of-n,27.50411295,21.65020809,34.35175773,33.9546102,26.14913283,42.5770544,27.75955417,24.21724562,31.49789693,34.04135826,23.59613948,4.046704536,26.10981737,41.97289915,81574,113406,31481,81925,55.88235294,7.416578812
TF_States_IL,Illinois,IL,2014,Annual,MSO in,125,1000,n-out-of-n,64.068879,60.80984199,70.23410697,65.81282768,60.55660729,71.16402228,63.12373225,60.17271673,66.01069924,65.79328894,31.08399119,2.780236692,60.34402503,71.24255286,971,2465,1556,909,96.8,67.97116375
TF_States_IN,Indiana,IN,2014,Annual,MSO in,174,1000,n-out-of-n,48.35925534,27.14069338,74.79195697,68.39497094,63.77915133,73.0980712,40.89558574,36.19619033,45.70871343,68.38078423,31.83475564,2.413386597,63.6505465,73.11102196,2883,4712,1927,2785,95.97701149,42.31703087
TF_States_IA,Iowa,IA,2014,Annual,MSO in,55,1000,n-out-of-n,66.72133296,38.47607618,83.93210216,59.06009308,51.11680327,67.21127041,70.53838485,62.67946585,77.65588904,59.17412926,30.72086864,4.142401082,51.05502314,67.29323538,818,2006,1415,591,96.36363636,88.50855746
TF_States_KS,Kansas,KS,2014,Annual,MSO in,38,1000,n-out-of-n,47.60447911,29.52892861,64.73153005,41.64977162,33.0817162,50.06856374,50.07974482,41.2164191,58.93971005,41.58020643,27.99210527,4.540919098,32.680005,50.48040786,365,627,314,313,97.36842105,73.97260274
TF_States_KY,Kentucky,KY,2014,Annual,MSO in,94,1000,n-out-of-n,44.99420291,34.82803392,53.54354205,50.4941811,43.64632079,57.20741001,44.89264802,40.13074836,49.71788014,50.45888782,32.90863236,3.39426626,43.80612595,57.11164969,1086,1537,690,847,95.74468085,74.30939227
TF_States_LA,Louisiana,LA,2014,Annual,MSO in,20,1000,n-out-of-n,31.76400897,25.66818534,39.52676554,32.17532265,21.83382555,43.82744009,30.25370162,27.88313562,32.69650876,32.27922772,25.24490267,5.644931846,21.2151613,43.34329414,7769,11549,3494,8055,95,29.20581799
TF_States_ME,Maine,ME,2014,Annual,MSO in,140,1000,n-out-of-n,40.91795675,25.48024032,66.98012071,46.97183372,41.56572047,53.03881675,41.20638063,38.7869262,43.65449513,47.02281683,34.57891319,2.92245156,41.29481177,52.75082189,27159,44447,18315,26132,95.71428571,2.28285283
TF_States_MD,Maryland,MD,2014,Annual,MSO in,148,1000,n-out-of-n,46.78932413,42.705123,64.70641166,50.65633088,45.21856251,55.82272368,43.76747988,42.4010448,45.14024511,50.58732636,33.65830463,2.766695598,45.16460299,56.01004973,13234,23241,10172,13069,91.89189189,8.055009823
TF_States_MA,Massachusetts,MA,2014,Annual,MSO in,145,1000,n-out-of-n,30.56076468,23.15024736,55.53130998,54.84494317,48.6896229,60.77328505,25.69511026,23.3949173,28.08875648,55.06955787,35.93900689,2.984572073,49.21979661,60.91931914,7455,9387,2412,6975,95.17241379,18.13547954
TF_States_MI,Michigan,MI,2014,Annual,MSO in,331,1000,n-out-of-n,40.61304933,33.36667691,51.21489683,72.38085704,68.86760399,75.92610699,39.77829677,37.87539197,41.70201888,72.39937444,31.10932639,1.709923223,69.04792493,75.75082396,19084,30401,12093,18308,96.67673716,13.21525886
TF_States_MN,Minnesota,MN,2014,Annual,MSO in,93,1000,n-out-of-n,31.48412882,26.71896507,42.29865265,63.97552424,57.0077554,71.09722811,30.07751302,27.97611613,32.23619956,64.03486935,34.36887585,3.563886406,57.04965199,71.0200867,69239,121915,36669,85246,86.02150538,1.832782103
TF_States_MS,Mississippi,MS,2014,Annual,MSO in,23,1000,n-out-of-n,40.76036419,27.87250763,60.68166803,35.19179901,25.97623945,45.4307933,37.90393725,31.6250638,44.46592996,35.16726472,25.2943082,5.274227854,24.82977812,45.50475131,70577,134891,51129,83762,65.2173913,0.243705456
TF_States_MO,Missouri,MO,2014,Annual,MSO in,78,1000,n-out-of-n,41.76479416,32.46214276,51.00965512,40.22239557,33.38825769,47.04504534,41.4756447,36.53559912,46.53285875,40.09800015,31.20791982,3.53360109,33.17214201,47.02385828,923,1396,579,817,98.71794872,89.16576381
TF_States_MT,Montana,MT,2014,Annual,MSO in,23,1000,n-out-of-n,21.91949043,12.2576282,32.34983069,35.47102448,23.18391605,48.14226633,21.56951621,17.98558894,25.46690684,35.3359226,31.61301052,6.591768366,22.4160566,48.25578859,25793,33093,7138,25955,69.56521739,0.205482108
TF_States_NE,Nebraska,NE,2014,Annual,MSO in,11,1000,n-out-of-n,31.21818876,21.90232203,88.96877273,61.44760222,43.38557356,78.81981185,26.50012993,23.69150838,29.44167425,61.16870927,32.16132607,9.697004667,42.16258012,80.17483842,53652,88509,23455,65054,72.72727273,0.068962946
TF_States_NV,Nevada,NV,2014,Annual,MSO in,12,1000,n-out-of-n,38.8063554,27.64883956,56.39567669,41.32032694,23.60023095,60.25219119,35.14644351,26.14780888,44.91456347,40.9731746,34.65365661,10.00364899,21.36602259,60.58032661,424,717,252,465,75,8.254716981
TF_States_NH,New Hampshire,NH,2014,Annual,MSO in,58,1000,n-out-of-n,60.61352175,49.86108848,71.75544447,59.85061863,49.78250884,69.45241888,60.37735849,51.69173942,68.64518742,59.78346257,38.27985411,5.026391094,49.93173603,69.63518912,176,318,192,126,94.82758621,88.63636364
TF_States_NJ,New Jersey,NJ,2014,Annual,MSO in,165,1000,n-out-of-n,38.24877852,25.21416207,49.24936303,42.69553548,37.67581692,48.00673277,39.74520406,38.26435899,41.23866926,42.69169154,34.63302309,2.696177191,37.40718424,47.97619883,16937,27002,10732,16270,96.36363636,5.130778768
TF_States_NM,New Mexico,NM,2014,Annual,MSO in,18,1000,n-out-of-n,32.48374112,17.45161701,51.95466038,33.38454586,17.70116843,49.93661817,32.5203252,20.12041664,46.84040178,33.60890653,34.40549414,8.109452739,17.71437916,49.50343389,59,123,40,83,100,100
TF_States_NY,New York,NY,2014,Annual,MSO in,161,1000,n-out-of-n,46.05659215,29.85052102,65.69904486,54.10980495,48.90139111,59.16443085,45.57989762,42.9231812,48.25348847,53.99700081,32.4706831,2.559048325,48.9812661,59.01273553,19425,36334,16561,19773,93.78881988,10.27541828
TF_States_NC,North Carolina,NC,2014,Annual,MSO in,308,1000,n-out-of-n,27.85452521,21.96941547,38.69133598,40.57522788,36.93097042,44.34993057,27.20643573,26.30555449,28.11993729,40.58487946,32.69643044,1.863052031,36.93329748,44.23646144,56783,98326,26751,71575,94.80519481,13.77524963
TF_States_ND,North Dakota,ND,2014,Annual,MSO in,26,1000,n-out-of-n,37.20947608,29.19154929,46.47947842,33.6685626,26.81496439,40.33715578,37.3664878,31.30376051,43.7066063,33.59361709,18.19896879,3.569111422,26.5981587,40.58907547,128819,194926,72837,122089,3.846153846,0.000776283
TF_States_OH,Ohio,OH,2014,Annual,MSO in,407,1000,n-out-of-n,51.44838442,43.78458305,64.0010937,60.6245658,57.51356768,63.93751042,45.77600772,44.52888969,47.02666248,60.54266586,34.24172152,1.697299121,57.21595958,63.86937214,14089,24858,11379,13479,97.54299754,13.3153524
TF_States_OK,Oklahoma,OK,2014,Annual,MSO in,26,1000,n-out-of-n,35.65874849,14.91890618,43.1003558,35.5368211,23.74530678,47.62969322,42.65292553,40.52440363,44.79973865,35.18190143,33.01576391,6.474924017,22.49105036,47.8727525,4718,9024,3849,5175,96.15384615,2.501059771
TF_States_OR,Oregon,OR,2014,Annual,MSO in,173,1000,n-out-of-n,32.46989569,23.65273902,43.20832253,43.82352989,38.49982164,48.9564167,32.52163765,30.3894113,34.70324921,43.83814005,35.50242638,2.699199495,38.54770904,49.12857106,34967,51415,16721,34694,91.90751445,1.555752567
TF_States_PA,Pennsylvania,PA,2014,Annual,MSO in,828,1000,n-out-of-n,46.15103299,33.18978709,62.3680471,54.46907833,52.14317386,56.82168704,45.75507137,44.48065559,47.03319924,54.47785267,36.04165569,1.25253412,52.02288579,56.93281954,20925,38599,17661,20938,97.9468599,20.68339307
TF_States_RI,Rhode Island,RI,2014,Annual,MSO in,22,1000,n-out-of-n,37.298518,24.5240687,50,43.00415978,29.76010921,56.54570051,37.38317757,27.80780517,47.67243639,43.10606061,35.04042777,7.470644301,28.46359778,57.74852344,119,214,80,134,72.72727273,52.94117647
TF_States_SC,South Carolina,SC,2014,Annual,MSO in,140,1000,n-out-of-n,35.15975096,30.20249498,43.20900352,37.96746973,32.67890312,43.30072454,34.49711723,31.29863095,37.79203738,37.98220147,32.08930544,2.712041303,32.66660052,43.29780242,1867,3122,1077,2045,96.42857143,48.68773433
TF_States_SD,South Dakota,SD,2014,Annual,MSO in,14,1000,n-out-of-n,35.33348251,25.90224734,62.81508977,55.86030779,41.21712236,70.49993858,30.42953288,24.01006741,37.40322933,55.56687493,29.26184301,7.820556503,40.23858418,70.89516567,53710,95243,28982,66261,50,0.040960715
TF_States_TN,Tennessee,TN,2014,Annual,MSO in,91,1000,n-out-of-n,40.57423683,33.24175752,46.00463212,42.06900383,35.24229016,48.47244748,41.42699115,37.52908452,45.39786496,42.02319541,32.26288909,3.382069742,35.39433871,48.6520521,1005,1808,749,1059,94.50549451,54.4278607
TF_States_TX,Texas,TX,2014,Annual,MSO in,78,1000,n-out-of-n,36.27089756,27.40694321,50.47586058,34.11869505,28.5089446,40.08267799,35.73682272,31.98026001,39.61410004,34.19293884,26.45619207,2.995573869,28.32161406,40.06426362,112384,187311,66939,120372,75.64102564,2.333072323
TF_States_UT,Utah,UT,2014,Annual,MSO in,51,1000,n-out-of-n,30.55408368,17.62670878,45.52433172,43.27742485,35.09751223,51.45161128,28.65192891,24.51625171,33.04080777,43.32970148,31.75225782,4.446205424,34.61513884,52.04426411,4402,9228,2644,6584,82.35294118,3.88459791
TF_States_VT,Vermont,VT,2014,Annual,MSO in,82,1000,n-out-of-n,52.9367001,46.81111475,56.44646446,56.57304791,49.05154199,63.50218627,53.75751503,50.61703232,56.87823891,56.64212607,33.35134882,3.683040346,49.423367,63.86088515,1317,1996,1073,923,95.12195122,98.17767654
TF_States_VA,Virginia,VA,2014,Annual,MSO in,637,1000,n-out-of-n,41.80097872,37.41570563,44.1157686,42.98544683,40.30010402,45.71763909,42.34699484,41.38142127,43.31647815,43.00945879,33.8777594,1.342285699,40.37857882,45.64033876,15980,27303,11562,15741,98.11616954,23.47309136
TF_States_WA,Washington,WA,2014,Annual,MSO in,119,1000,n-out-of-n,35.05849716,23.69973075,44.64661467,41.58528414,35.92359211,47.36168219,35.42355168,32.84278116,38.06217653,41.69411182,31.67038813,2.90321972,36.00380117,47.38442248,44938,70806,25082,45724,89.07563025,1.593306333
TF_States_WV,West Virginia,WV,2014,Annual,MSO in,65,1000,n-out-of-n,45.06088429,29.9796303,62.52117336,43.75421996,35.93671644,52.32169484,44.82173175,37.75083409,52.03557768,43.90339872,33.28100771,4.128000958,35.81251684,51.9942806,867,1178,528,650,90.76923077,63.43713956
TF_States_WI,Wisconsin,WI,2014,Annual,MSO in,136,1000,n-out-of-n,33.35358047,23.68643027,41.12159885,64.99886844,59.70591197,70.04316755,33.84837993,31.32739956,36.4319993,64.9204097,32.48735007,2.785767286,59.46030582,70.38051359,37321,58053,19650,38403,86.02941176,3.384153694
TF_States_WY,Wyoming,WY,2014,Annual,MSO in,10,1000,n-out-of-n,20.46664377,15.16573839,36.86058379,42.24976475,25.55452246,60.64089104,20.08364555,14.49396322,26.58126567,42.03899224,30.09860619,9.518014995,23.38368285,60.69430163,14184,22954,4610,18344,40,0.091652566
TF_States_NCUSA,Non Continental USA,NCUSA,2014,Annual,MSO in,67,1000,n-out-of-n,24.67181965,9.11113549,39.14240796,26.46112576,20.21982449,33.20234433,24.9381261,21.90534342,28.14467025,26.49849152,26.9479569,3.292216921,20.04574635,32.95123668,11804,16970,4232,12738,98.50746269,53.40562521
MultiState,MultiStates,MSO,2014,Annual,MSO in,185,1000,n-out-of-n,33.43508348,29.54475812,38.17167778,39.37147892,35.72511799,43.03151389,33.43887063,31.2101629,35.71795911,39.39843137,25.90247426,1.904387783,35.66583131,43.13103142,313656,498402,166660,331742,0,0
TF_States_AL,Alabama,AL,2014,Summer,MSO in,35,1000,n-out-of-n,43.51402627,14.46898496,70.15952753,13.56353607,7.842027352,19.82268998,54.01273885,43.1210295,64.65255613,13.58819,19.96115916,3.374051719,6.975048631,20.20133137,599,785,424,361,94.28571429,41.40233723
TF_States_AK,Alaska,AK,2014,Summer,MSO in,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9,15,[R],[R],100,100
TF_States_AZ,Arizona,AZ,2014,Summer,MSO in,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],204,459,[R],[R],83.33333333,97.05882353
TF_States_AR,Arkansas,AR,2014,Summer,MSO in,61,1000,n-out-of-n,16.32533121,9.958012143,20.95306311,19.94038415,12.96202672,27.58375904,16.9620497,15.45497062,18.54369618,19.93435928,28.95561478,3.707386573,12.66788159,27.20083696,6713,10382,1761,8621,91.80327869,6.524653657
TF_States_CA,California,CA,2014,Summer,MSO in,268,1000,n-out-of-n,17.72264749,14.0711167,21.996017,20.16174846,17.28204171,23.29081761,17.60923704,16.04086377,19.25440303,20.13418451,24.24525584,1.481014717,17.23139566,23.03697336,293595,419615,73891,345724,67.1641791,5.253495461
TF_States_CO,Colorado,CO,2014,Summer,MSO in,179,1000,n-out-of-n,13.18322264,11.21114022,21.24684449,15.06524616,11.82580919,18.61276082,11.29669933,10.89206495,11.70993906,15.0149098,23.31194833,1.742416826,11.59977282,18.43004677,42715,77651,8772,68879,97.76536313,1.451480744
TF_States_CT,Connecticut,CT,2014,Summer,MSO in,65,1000,n-out-of-n,10.37446859,5.863988989,16.57441222,12.85100733,7.91043956,18.21802198,9.98003992,6.457831243,14.44404506,12.79871795,21.85155021,2.71035123,7.486429537,18.11100636,285,501,50,451,92.30769231,83.15789474
TF_States_DC,District of Columbia,DC,2014,Summer,MSO in,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],110,378,[R],[R],66.66666667,14.54545455
TF_States_DE,Delaware,DE,2014,Summer,MSO in,22,1000,n-out-of-n,27.00696666,7.141881343,33.31011936,20.48508658,10.27380952,31.92640693,33.16602827,31.94213428,34.40526847,20.58441558,28.40880849,6.056778321,8.713130075,32.45570109,12097,15142,5022,10120,77.27272727,0.520790279
TF_States_FL,Florida,FL,2014,Summer,MSO in,170,1000,n-out-of-n,23.73905098,14.73085311,31.73828885,19.91497502,16.36437259,23.98037894,23.87480201,21.44349887,26.42495854,19.82218122,25.57718463,1.961680512,15.97728741,23.66707502,52965,71343,17033,54310,82.35294118,6.715755688
TF_States_GA,Georgia,GA,2014,Summer,MSO in,102,1000,n-out-of-n,26.72309457,17.80171423,38.27879395,19.07432787,13.8628647,24.65181427,27.29829945,24.17784067,30.57479194,19.05674589,28.48700783,2.820634081,13.52830309,24.58518869,14949,23463,6405,17058,86.2745098,8.17445983
TF_States_ID,Idaho,ID,2014,Summer,MSO in,34,1000,n-out-of-n,16.3682084,10.06849249,23.06816742,15.67325044,10.42549117,22.45987196,16.51128423,12.86680672,20.64533743,15.64503595,17.75103638,3.044277624,9.678251805,21.61182009,81574,109622,18100,91522,55.88235294,7.416578812
TF_States_IL,Illinois,IL,2014,Summer,MSO in,127,1000,n-out-of-n,10.07352313,5.447774062,17.73158693,13.66105202,9.863134158,17.74664408,8.36567486,6.252920653,10.86174738,13.5648327,21.75650574,1.930577699,9.780900412,17.34876499,973,2319,194,2125,96.8503937,68.03699897
TF_States_IN,Indiana,IN,2014,Summer,MSO in,179,1000,n-out-of-n,15.35122287,11.780088,20.53076364,12.45515745,9.723225651,15.11191329,15.14576914,13.00790072,17.46289889,12.44932146,19.35166131,1.446411077,9.614355749,15.28428717,2919,4219,639,3580,96.08938547,43.0284344
TF_States_IA,Iowa,IA,2014,Summer,MSO in,55,1000,n-out-of-n,33.15120505,5.679451509,64.81610724,10.90866078,5.900393314,16.41302602,39.49076385,30.25035857,49.26479548,10.82859262,19.39308143,2.614962566,5.703265988,15.95391925,818,2003,791,1212,96.36363636,88.50855746
TF_States_KS,Kansas,KS,2014,Summer,MSO in,38,1000,n-out-of-n,11.00261018,6.274713316,18.37385436,12.0870246,7.294054321,17.07236176,10.52631579,6.659524096,15.47180383,12.07422689,16.31283122,2.646290664,6.887497192,17.26095659,365,608,64,544,97.36842105,73.97260274
TF_States_KY,Kentucky,KY,2014,Summer,MSO in,96,1000,n-out-of-n,13.01044843,8.632995809,18.7236837,16.43826871,12.19698905,20.82638987,12.7785059,9.390035856,16.7723528,16.49420761,23.00430121,2.34786666,11.89238895,21.09602626,1097,1526,195,1331,95.83333333,74.56700091
TF_States_LA,Louisiana,LA,2014,Summer,MSO in,23,1000,n-out-of-n,17.84113169,14.4706384,19.85144502,12.94457153,6.825307573,19.7277438,17.83974012,17.03931817,18.65933911,12.84547386,16.40401984,3.420474585,6.141343678,19.54960405,7802,11082,1977,9105,95.65217391,29.50525506
TF_States_ME,Maine,ME,2014,Summer,MSO in,141,1000,n-out-of-n,22.29969514,1.084829143,44.09991089,8.342109167,5.984410287,10.93737926,23.05673383,20.29217069,25.98533512,8.273278836,15.56961627,1.311198225,5.703330315,10.84322736,27162,37720,8697,29023,95.74468085,2.293645534
TF_States_MD,Maryland,MD,2014,Summer,MSO in,158,1000,n-out-of-n,28.34176957,14.03526961,33.403567,18.20613264,14.07915687,22.4198795,31.8562944,30.64301178,33.08619691,18.08322461,26.94682856,2.143774575,13.88142644,22.28502278,13252,17174,5471,11703,92.40506329,8.179897374
TF_States_MA,Massachusetts,MA,2014,Summer,MSO in,151,1000,n-out-of-n,5.523559855,0.553932561,15.68614033,16.01765197,12.17684618,20.33667066,2.523201856,1.42644163,4.058487024,15.96668372,24.42620525,1.987776393,12.07064199,19.86272545,7463,10344,261,10083,95.36423841,18.22323462
TF_States_MI,Michigan,MI,2014,Summer,MSO in,339,1000,n-out-of-n,16.67536313,12.88180952,20.34038794,12.90586595,10.73811828,15.22151867,16.63799694,15.65242069,17.65572529,12.87120661,21.19320339,1.151056805,10.61513527,15.12727795,21858,31392,5223,26169,96.46017699,12.33415683
TF_States_MN,Minnesota,MN,2014,Summer,MSO in,95,1000,n-out-of-n,16.83945965,11.75982667,27.19914386,17.37925846,12.90490605,22.30201094,14.44164568,12.80762265,16.18500839,17.4342519,23.44270444,2.405170727,12.72011728,22.14838653,69640,110763,15996,94767,86.31578947,2.398047099
TF_States_MS,Mississippi,MS,2014,Summer,MSO in,26,1000,n-out-of-n,31.96901694,11.715638,71.9362442,17.82474885,8.033345456,29.74877579,25.22648327,16.05454806,36.18211969,17.94649896,28.74596243,5.637547053,6.896906735,28.99609118,70611,114578,28904,85674,69.23076923,0.291739247
TF_States_MO,Missouri,MO,2014,Summer,MSO in,83,1000,n-out-of-n,10.65222757,7.319442701,14.06882282,17.64241188,12.97444544,23.16012275,10.43272081,8.115240689,13.10017515,17.48297501,23.70078943,2.601499613,12.38403577,22.58191425,1137,1687,176,1511,98.79518072,91.20492524
TF_States_MT,Montana,MT,2014,Summer,MSO in,23,1000,n-out-of-n,10.77185417,8.294348404,14.15238343,13.50858817,6.593509321,21.11195219,10.40495293,9.035046094,11.89010256,13.58179492,18.49702319,3.856895952,6.022278859,21.14131099,25793,31658,3294,28364,69.56521739,0.205482108
TF_States_NE,Nebraska,NE,2014,Summer,MSO in,11,1000,n-out-of-n,12.53009893,4.377920923,52.67879281,22.04884893,8.740905479,37.55068436,10.50668957,8.361337189,12.94569547,21.99647936,26.74335516,8.063424973,6.192166414,37.80079231,53652,88496,9298,79198,72.72727273,0.068962946
TF_States_NV,Nevada,NV,2014,Summer,MSO in,12,1000,n-out-of-n,5.165284273,1.074702886,10.82568807,4.152951233,0.198412698,9.09940601,4.725609756,2.476235471,7.968198978,4.203479086,7.890672697,2.277841003,-0.26108928,8.668047451,424,656,31,625,75,8.254716981
TF_States_NH,New Hampshire,NH,2014,Summer,MSO in,58,1000,n-out-of-n,8.748686262,4.316159975,14.08059667,8.455743643,4.644679554,12.62917973,8.598726115,5.102646939,13.25060675,8.430860327,16.13759696,2.118970291,4.277678556,12.5840421,176,314,27,287,94.82758621,88.63636364
TF_States_NJ,New Jersey,NJ,2014,Summer,MSO in,171,1000,n-out-of-n,25.0251448,9.681964978,32.49817141,10.71729515,7.73653135,13.7812455,29.10153397,27.85797983,30.36631753,10.70686068,21.29213087,1.628249943,7.515490797,13.89823057,16953,20535,5976,14559,96.49122807,5.220314988
TF_States_NM,New Mexico,NM,2014,Summer,MSO in,18,1000,n-out-of-n,8.769196958,2.324260042,15.46452328,8.044035594,1.568662819,16.40873016,8.620689655,3.757025184,16.10241332,7.920474587,17.42375791,4.106819124,-0.128890897,15.96984007,59,116,10,106,100,100
TF_States_NY,New York,NY,2014,Summer,MSO in,165,1000,n-out-of-n,25.75063594,6.476763194,36.70701664,12.34480997,9.458396409,15.43492358,27.56463989,25.13344453,30.08773782,12.32493276,20.14782355,1.568505936,9.250661126,15.39920439,22029,31018,8550,22468,93.33333333,9.078941395
TF_States_NC,North Carolina,NC,2014,Summer,MSO in,327,1000,n-out-of-n,14.12753143,11.0777558,23.09319097,18.55019081,15.78586914,21.29810123,12.4526854,11.72387734,13.20671464,18.45070071,25.50876307,1.410637821,15.68585058,21.21555084,56860,96429,12008,84421,95.10703364,13.89201548
TF_States_ND,North Dakota,ND,2014,Summer,MSO in,26,1000,n-out-of-n,26.29062672,15.75052006,40.07012241,23.08876389,16.22724262,31.58643189,26.09093355,17.88072853,35.60557656,23.04058567,20.43117493,4.006883064,15.18709486,30.89407647,128819,167265,43641,123624,3.846153846,0.000776283
TF_States_OH,Ohio,OH,2014,Summer,MSO in,416,1000,n-out-of-n,24.71003366,12.7158197,32.18113142,15.42730138,13.29031254,17.96133616,29.69940955,28.63864971,30.77495025,15.47359164,23.37074627,1.145845108,13.22773523,17.71944805,14106,18630,5533,13097,97.59615385,13.41982135
TF_States_OK,Oklahoma,OK,2014,Summer,MSO in,26,1000,n-out-of-n,17.90730173,2.499228395,25.99018052,11.33021999,4.854159699,18.57547755,25.27996682,23.26387819,27.36954089,11.36915788,18.64375479,3.656341135,4.202729253,18.5355865,4718,4822,1219,3603,96.15384615,2.501059771
TF_States_OR,Oregon,OR,2014,Summer,MSO in,176,1000,n-out-of-n,19.46547512,8.923056655,32.1754174,13.8592805,10.72927587,17.18029771,19.60956844,17.44888834,21.89733653,13.82499989,22.49147092,1.695358409,10.5020974,17.14790237,34975,48869,9583,39286,92.04545455,1.578270193
TF_States_PA,Pennsylvania,PA,2014,Summer,MSO in,857,1000,n-out-of-n,25.43875389,8.996018837,35.3371581,14.53076135,12.91729445,16.23201576,27.05625112,25.90398515,28.22945837,14.53500931,24.55539784,0.838796412,12.89096834,16.17905027,23575,33386,9033,24353,97.89964994,18.57051962
TF_States_RI,Rhode Island,RI,2014,Summer,MSO in,22,1000,n-out-of-n,6.402399241,3.70285423,11.22477643,7.867692346,2.743235931,14.34695986,6.132075472,2.943122074,10.89676736,7.961924439,15.78574425,3.365531982,1.365481754,14.55836712,119,212,13,199,72.72727273,52.94117647
TF_States_SC,South Carolina,SC,2014,Summer,MSO in,159,1000,n-out-of-n,18.32378896,12.06940817,22.25388095,20.59591163,15.96365404,25.38098054,19.18027538,17.26864168,21.19395846,20.54750332,30.29381385,2.402455711,15.83869012,25.25631651,4350,6246,1198,5048,96.22641509,22.8045977
TF_States_SD,South Dakota,SD,2014,Summer,MSO in,15,1000,n-out-of-n,16.75907882,11.53498637,33.2885961,18.77547514,9.451630345,29.08542257,13.62298327,9.512485299,18.57807297,18.66415181,20.61812634,5.32357733,8.229940248,29.09836338,58410,97497,13282,84215,46.66666667,0.037664783
